Category,Specification,Main Category,Market,Region,Price,Date,Lat,Lon
Beef Rump,KG,Livestock & Poultry Products,Aloran Public Market,Northern Mindanao (Region X),450.0,19/07/2023,8.4146,123.82288
Beef Rump,KG,Livestock & Poultry Products,Ozamiz City Public Market,Northern Mindanao (Region X),420.0,19/07/2023,8.1437,123.84275
Beef Rump,KG,Livestock & Poultry Products,Gingoog City Agora Market,Northern Mindanao (Region X),400.0,19/07/2023,8.4887,124.65901
Egg,KG,Livestock & Poultry Products,Carmen Public Market,Northern Mindanao (Region X),6.0,19/07/2023,8.4892,124.6364
Egg,KG,Livestock & Poultry Products,Cogon Public Market,Northern Mindanao (Region X),6.0,19/07/2023,8.4773,124.65156
Egg,KG,Livestock & Poultry Products,Malaybalay City Public Market,Northern Mindanao (Region X),7.0,19/07/2023,8.1478,125.13351
Egg,KG,Livestock & Poultry Products,San Fernando Public Market,Northern Mindanao (Region X),8.0,19/07/2023,7.9186,125.32859
Egg,KG,Livestock & Poultry Products,Aloran Public Market,Northern Mindanao (Region X),7.5,19/07/2023,8.4146,123.82288
Egg,KG,Livestock & Poultry Products,Ozamiz City Public Market,Northern Mindanao (Region X),7.5,19/07/2023,8.1437,123.84275
Egg,KG,Livestock & Poultry Products,Gingoog City Agora Market,Northern Mindanao (Region X),7.5,19/07/2023,8.4887,124.65901
Pork Ham,KG,Livestock & Poultry Products,Carmen Public Market,Northern Mindanao (Region X),360.0,19/07/2023,8.4892,124.6364
Pork Ham,KG,Livestock & Poultry Products,Cogon Public Market,Northern Mindanao (Region X),340.0,19/07/2023,8.4773,124.65156
Pork Ham,KG,Livestock & Poultry Products,Malaybalay City Public Market,Northern Mindanao (Region X),330.0,19/07/2023,8.1478,125.13351
Pork Ham,KG,Livestock & Poultry Products,San Fernando Public Market,Northern Mindanao (Region X),330.0,19/07/2023,7.9186,125.32859
Pork Ham,KG,Livestock & Poultry Products,Aloran Public Market,Northern Mindanao (Region X),320.0,19/07/2023,8.4146,123.82288
Pork Ham,KG,Livestock & Poultry Products,Ozamiz City Public Market,Northern Mindanao (Region X),290.0,19/07/2023,8.1437,123.84275
Pork Ham,KG,Livestock & Poultry Products,Gingoog City Agora Market,Northern Mindanao (Region X),360.0,19/07/2023,8.4887,124.65901
Pork Liempo,KG,Livestock & Poultry Products,Carmen Public Market,Northern Mindanao (Region X),360.0,19/07/2023,8.4892,124.6364
Pork Liempo,KG,Livestock & Poultry Products,Cogon Public Market,Northern Mindanao (Region X),350.0,19/07/2023,8.4773,124.65156
Pork Liempo,KG,Livestock & Poultry Products,Malaybalay City Public Market,Northern Mindanao (Region X),330.0,19/07/2023,8.1478,125.13351
Pork Liempo,KG,Livestock & Poultry Products,San Fernando Public Market,Northern Mindanao (Region X),330.0,19/07/2023,7.9186,125.32859
Pork Liempo,KG,Livestock & Poultry Products,Aloran Public Market,Northern Mindanao (Region X),320.0,19/07/2023,8.4146,123.82288
Pork Liempo,KG,Livestock & Poultry Products,Ozamiz City Public Market,Northern Mindanao (Region X),300.0,19/07/2023,8.1437,123.84275
Pork Liempo,KG,Livestock & Poultry Products,Gingoog City Agora Market,Northern Mindanao (Region X),360.0,19/07/2023,8.4887,124.65901
Whole Chicken,KG,Livestock & Poultry Products,Cogon Public Market,Northern Mindanao (Region X),185.0,19/07/2023,8.4773,124.65156
Whole Chicken,KG,Livestock & Poultry Products,San Fernando Public Market,Northern Mindanao (Region X),180.0,19/07/2023,7.9186,125.32859
Whole Chicken,KG,Livestock & Poultry Products,Aloran Public Market,Northern Mindanao (Region X),210.0,19/07/2023,8.4146,123.82288
Whole Chicken,KG,Livestock & Poultry Products,Ozamiz City Public Market,Northern Mindanao (Region X),210.0,19/07/2023,8.1437,123.84275
Whole Chicken,KG,Livestock & Poultry Products,Gingoog City Agora Market,Northern Mindanao (Region X),200.0,19/07/2023,8.4887,124.65901
Bittergourd,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),70.0,19/07/2023,8.4892,124.6364
Bittergourd,KG,Lowland Vegetables,Cogon Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.4773,124.65156
Bittergourd,KG,Lowland Vegetables,Malaybalay City Public Market,Northern Mindanao (Region X),70.0,19/07/2023,8.1478,125.13351
Bittergourd,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),50.0,19/07/2023,7.9186,125.32859
Bittergourd,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.4146,123.82288
Bittergourd,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.1437,123.84275
Bittergourd,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),70.0,19/07/2023,8.4887,124.65901
Chinese Cabbage,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),70.0,19/07/2023,8.4892,124.6364
Chinese Cabbage,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),70.0,19/07/2023,7.9186,125.32859
Chinese Cabbage,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4146,123.82288
Chinese Cabbage,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.1437,123.84275
Chinese Cabbage,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4887,124.65901
Eggplant,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.4892,124.6364
Eggplant,KG,Lowland Vegetables,Cogon Public Market,Northern Mindanao (Region X),40.0,19/07/2023,8.4773,124.65156
Eggplant,KG,Lowland Vegetables,Malaybalay City Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.1478,125.13351
Eggplant,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),40.0,19/07/2023,7.9186,125.32859
Eggplant,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),40.0,19/07/2023,8.4146,123.82288
Eggplant,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.1437,123.84275
Eggplant,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),30.0,19/07/2023,8.4887,124.65901
Squash,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),20.0,19/07/2023,8.4892,124.6364
Squash,KG,Lowland Vegetables,Cogon Public Market,Northern Mindanao (Region X),30.0,19/07/2023,8.4773,124.65156
Squash,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),10.0,19/07/2023,7.9186,125.32859
Squash,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),20.0,19/07/2023,8.4146,123.82288
Squash,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),25.0,19/07/2023,8.1437,123.84275
Squash,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),20.0,19/07/2023,8.4887,124.65901
String Beans,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.4892,124.6364
String Beans,KG,Lowland Vegetables,Cogon Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.4773,124.65156
String Beans,KG,Lowland Vegetables,Malaybalay City Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.1478,125.13351
String Beans,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),30.0,19/07/2023,7.9186,125.32859
String Beans,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),50.0,19/07/2023,8.4146,123.82288
String Beans,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.1437,123.84275
String Beans,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),40.0,19/07/2023,8.4887,124.65901
Tomato,KG,Lowland Vegetables,Carmen Public Market,Northern Mindanao (Region X),90.0,19/07/2023,8.4892,124.6364
Tomato,KG,Lowland Vegetables,Cogon Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4773,124.65156
Tomato,KG,Lowland Vegetables,San Fernando Public Market,Northern Mindanao (Region X),70.0,19/07/2023,7.9186,125.32859
Tomato,KG,Lowland Vegetables,Aloran Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.4146,123.82288
Tomato,KG,Lowland Vegetables,Ozamiz City Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.1437,123.84275
Tomato,KG,Lowland Vegetables,Gingoog City Agora Market,Northern Mindanao (Region X),90.0,19/07/2023,8.4887,124.65901
Brown Sugar,KG,Other,Carmen Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4892,124.6364
Brown Sugar,KG,Other,Cogon Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4773,124.65156
Brown Sugar,KG,Other,San Fernando Public Market,Northern Mindanao (Region X),80.0,19/07/2023,7.9186,125.32859
Brown Sugar,KG,Other,Gingoog City Agora Market,Northern Mindanao (Region X),74.0,19/07/2023,8.4887,124.65901
Cooking Oil (1L),KG,Other,Carmen Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4892,124.6364
Cooking Oil (1L),KG,Other,Cogon Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.4773,124.65156
Cooking Oil (1L),KG,Other,San Fernando Public Market,Northern Mindanao (Region X),75.0,19/07/2023,7.9186,125.32859
Cooking Oil (1L),KG,Other,Ozamiz City Public Market,Northern Mindanao (Region X),75.0,19/07/2023,8.1437,123.84275
Cooking Oil (1L),KG,Other,Gingoog City Agora Market,Northern Mindanao (Region X),72.0,19/07/2023,8.4887,124.65901
Cooking Oil (350mL),KG,Other,Aloran Public Market,Northern Mindanao (Region X),26.0,19/07/2023,8.4146,123.82288
Cooking Oil (350mL),KG,Other,Ozamiz City Public Market,Northern Mindanao (Region X),25.0,19/07/2023,8.1437,123.84275
Cooking Oil (350mL),KG,Other,Gingoog City Agora Market,Northern Mindanao (Region X),25.2,19/07/2023,8.4887,124.65901
Refined Sugar,KG,Other,Carmen Public Market,Northern Mindanao (Region X),92.0,19/07/2023,8.4892,124.6364
Refined Sugar,KG,Other,Cogon Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.4773,124.65156
Refined Sugar,KG,Other,San Fernando Public Market,Northern Mindanao (Region X),115.0,19/07/2023,7.9186,125.32859
Refined Sugar,KG,Other,Aloran Public Market,Northern Mindanao (Region X),96.0,19/07/2023,8.4146,123.82288
Refined Sugar,KG,Other,Ozamiz City Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.1437,123.84275
Refined Sugar,KG,Other,Gingoog City Agora Market,Northern Mindanao (Region X),88.0,19/07/2023,8.4887,124.65901
Washed Sugar,KG,Other,Aloran Public Market,Northern Mindanao (Region X),75.0,19/07/2023,8.4146,123.82288
Washed Sugar,KG,Other,Ozamiz City Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.1437,123.84275
Washed Sugar,KG,Other,Gingoog City Agora Market,Northern Mindanao (Region X),70.0,19/07/2023,8.4887,124.65901
Premium (Imported),KG,Rice,Carmen Public Market,Northern Mindanao (Region X),47.0,19/07/2023,8.4892,124.6364
Premium (Imported),KG,Rice,Cogon Public Market,Northern Mindanao (Region X),44.0,19/07/2023,8.4773,124.65156
Premium (Imported),KG,Rice,Malaybalay City Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.1478,125.13351
Premium (Imported),KG,Rice,San Fernando Public Market,Northern Mindanao (Region X),46.0,19/07/2023,7.9186,125.32859
Premium (Imported),KG,Rice,Aloran Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.4146,123.82288
Premium (Imported),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.1437,123.84275
Premium (Imported),KG,Rice,Gingoog City Agora Market,Northern Mindanao (Region X),44.0,19/07/2023,8.4887,124.65901
Premium (Local),KG,Rice,Carmen Public Market,Northern Mindanao (Region X),43.0,19/07/2023,8.4892,124.6364
Premium (Local),KG,Rice,Cogon Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.4773,124.65156
Premium (Local),KG,Rice,Malaybalay City Public Market,Northern Mindanao (Region X),44.0,19/07/2023,8.1478,125.13351
Premium (Local),KG,Rice,San Fernando Public Market,Northern Mindanao (Region X),43.0,19/07/2023,7.9186,125.32859
Premium (Local),KG,Rice,Aloran Public Market,Northern Mindanao (Region X),47.0,19/07/2023,8.4146,123.82288
Premium (Local),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),46.0,19/07/2023,8.1437,123.84275
Premium (Local),KG,Rice,Gingoog City Agora Market,Northern Mindanao (Region X),52.0,19/07/2023,8.4887,124.65901
Regular Milled (Local),KG,Rice,San Fernando Public Market,Northern Mindanao (Region X),40.0,19/07/2023,7.9186,125.32859
Regular Milled (Local),KG,Rice,Aloran Public Market,Northern Mindanao (Region X),43.0,19/07/2023,8.4146,123.82288
Regular Milled (Local),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),41.0,19/07/2023,8.1437,123.84275
Regular Milled (Local),KG,Rice,Gingoog City Agora Market,Northern Mindanao (Region X),41.0,19/07/2023,8.4887,124.65901
Special (Imported),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),60.0,19/07/2023,8.1437,123.84275
Special (Local),KG,Rice,Carmen Public Market,Northern Mindanao (Region X),48.0,19/07/2023,8.4892,124.6364
Special (Local),KG,Rice,Cogon Public Market,Northern Mindanao (Region X),48.0,19/07/2023,8.4773,124.65156
Special (Local),KG,Rice,Malaybalay City Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.1478,125.13351
Special (Local),KG,Rice,San Fernando Public Market,Northern Mindanao (Region X),43.0,19/07/2023,7.9186,125.32859
Special (Local),KG,Rice,Aloran Public Market,Northern Mindanao (Region X),48.0,19/07/2023,8.4146,123.82288
Special (Local),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),48.0,19/07/2023,8.1437,123.84275
Special (Local),KG,Rice,Gingoog City Agora Market,Northern Mindanao (Region X),45.0,19/07/2023,8.4887,124.65901
Well-milled (Local),KG,Rice,Cogon Public Market,Northern Mindanao (Region X),43.0,19/07/2023,8.4773,124.65156
Well-milled (Local),KG,Rice,Malaybalay City Public Market,Northern Mindanao (Region X),43.0,19/07/2023,8.1478,125.13351
Well-milled (Local),KG,Rice,San Fernando Public Market,Northern Mindanao (Region X),42.0,19/07/2023,7.9186,125.32859
Well-milled (Local),KG,Rice,Aloran Public Market,Northern Mindanao (Region X),45.0,19/07/2023,8.4146,123.82288
Well-milled (Local),KG,Rice,Ozamiz City Public Market,Northern Mindanao (Region X),43.0,19/07/2023,8.1437,123.84275
Well-milled (Local),KG,Rice,Gingoog City Agora Market,Northern Mindanao (Region X),42.0,19/07/2023,8.4887,124.65901
Chili,KG,Spices,Cogon Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.4773,124.65156
Chili,KG,Spices,Malaybalay City Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.1478,125.13351
Chili,KG,Spices,San Fernando Public Market,Northern Mindanao (Region X),150.0,19/07/2023,7.9186,125.32859
Chili,KG,Spices,Aloran Public Market,Northern Mindanao (Region X),150.0,19/07/2023,8.4146,123.82288
Chili,KG,Spices,Gingoog City Agora Market,Northern Mindanao (Region X),130.0,19/07/2023,8.4887,124.65901
Garlic (Imported),KG,Spices,Carmen Public Market,Northern Mindanao (Region X),140.0,19/07/2023,8.4892,124.6364
Garlic (Imported),KG,Spices,Cogon Public Market,Northern Mindanao (Region X),140.0,19/07/2023,8.4773,124.65156
Garlic (Imported),KG,Spices,Malaybalay City Public Market,Northern Mindanao (Region X),200.0,19/07/2023,8.1478,125.13351
Garlic (Imported),KG,Spices,San Fernando Public Market,Northern Mindanao (Region X),140.0,19/07/2023,7.9186,125.32859
Garlic (Imported),KG,Spices,Aloran Public Market,Northern Mindanao (Region X),150.0,19/07/2023,8.4146,123.82288
Garlic (Imported),KG,Spices,Ozamiz City Public Market,Northern Mindanao (Region X),130.0,19/07/2023,8.1437,123.84275
Garlic (Imported),KG,Spices,Gingoog City Agora Market,Northern Mindanao (Region X),120.0,19/07/2023,8.4887,124.65901
Ginger,KG,Spices,Carmen Public Market,Northern Mindanao (Region X),120.0,19/07/2023,8.4892,124.6364
Ginger,KG,Spices,Cogon Public Market,Northern Mindanao (Region X),100.0,19/07/2023,8.4773,124.65156
Ginger,KG,Spices,Malaybalay City Public Market,Northern Mindanao (Region X),80.0,19/07/2023,8.1478,125.13351
Ginger,KG,Spices,San Fernando Public Market,Northern Mindanao (Region X),60.0,19/07/2023,7.9186,125.32859
Ginger,KG,Spices,Aloran Public Market,Northern Mindanao (Region X),70.0,19/07/2023,8.4146,123.82288
Ginger,KG,Spices,Ozamiz City Public Market,Northern Mindanao (Region X),70.0,19/07/2023,8.1437,123.84275
Ginger,KG,Spices,Gingoog City Agora Market,Northern Mindanao (Region X),100.0,19/07/2023,8.4887,124.65901
Red Onion,KG,Spices,Carmen Public Market,Northern Mindanao (Region X),180.0,19/07/2023,8.4892,124.6364
Red Onion,KG,Spices,Cogon Public Market,Northern Mindanao (Region X),170.0,19/07/2023,8.4773,124.65156
Red Onion,KG,Spices,Malaybalay City Public Market,Northern Mindanao (Region X),250.0,19/07/2023,8.1478,125.13351
Red Onion,KG,Spices,San Fernando Public Market,Northern Mindanao (Region X),200.0,19/07/2023,7.9186,125.32859
Red Onion,KG,Spices,Aloran Public Market,Northern Mindanao (Region X),200.0,19/07/2023,8.4146,123.82288
Red Onion,KG,Spices,Ozamiz City Public Market,Northern Mindanao (Region X),180.0,19/07/2023,8.1437,123.84275
Red Onion,KG,Spices,Gingoog City Agora Market,Northern Mindanao (Region X),180.0,19/07/2023,8.4887,124.65901
White Onion,KG,Spices,Cogon Public Market,Northern Mindanao (Region X),130.0,19/07/2023,8.4773,124.65156
White Onion,KG,Spices,San Fernando Public Market,Northern Mindanao (Region X),200.0,19/07/2023,7.9186,125.32859
Indian mackerel,KG,Fish,Binan Public Market,CALBARZON (Region IV-A),300.0,20/07/2023,14.3381,121.08436
Milkfish,KG,Fish,Tanza Public Market,CALBARZON (Region IV-A),200.0,20/07/2023,14.3911,120.856
Milkfish,KG,Fish,Binan Public Market,CALBARZON (Region IV-A),170.0,20/07/2023,14.3381,121.08436
Milkfish,KG,Fish,Tanay Public Market,CALBARZON (Region IV-A),200.0,20/07/2023,14.4927,121.28821
Milkfish,KG,Fish,Lipa City Public Market,CALBARZON (Region IV-A),240.0,20/07/2023,13.9435,121.16113
Round Scad (Imported),KG,Fish,Tanay Public Market,CALBARZON (Region IV-A),200.0,20/07/2023,14.4927,121.28821
Round Scad (Local),KG,Fish,Tanza Public Market,CALBARZON (Region IV-A),240.0,20/07/2023,14.3911,120.856
Round Scad (Local),KG,Fish,Binan Public Market,CALBARZON (Region IV-A),260.0,20/07/2023,14.3381,121.08436
Round Scad (Local),KG,Fish,Lipa City Public Market,CALBARZON (Region IV-A),220.0,20/07/2023,13.9435,121.16113
Tilapia,KG,Fish,Tanza Public Market,CALBARZON (Region IV-A),140.0,20/07/2023,14.3911,120.856
Tilapia,KG,Fish,Binan Public Market,CALBARZON (Region IV-A),140.0,20/07/2023,14.3381,121.08436
Tilapia,KG,Fish,Tanay Public Market,CALBARZON (Region IV-A),150.0,20/07/2023,14.4927,121.28821
Tilapia,KG,Fish,Lipa City Public Market,CALBARZON (Region IV-A),140.0,20/07/2023,13.9435,121.16113
Banana (Lakatan),KG,Fruits,Tanza Public Market,CALBARZON (Region IV-A),75.0,20/07/2023,14.3911,120.856
Banana (Lakatan),KG,Fruits,Binan Public Market,CALBARZON (Region IV-A),65.0,20/07/2023,14.3381,121.08436
Banana (Lakatan),KG,Fruits,Tanay Public Market,CALBARZON (Region IV-A),80.0,20/07/2023,14.4927,121.28821
Banana (Lakatan),KG,Fruits,Lipa City Public Market,CALBARZON (Region IV-A),90.0,20/07/2023,13.9435,121.16113
Banana (Latundan),KG,Fruits,Tanza Public Market,CALBARZON (Region IV-A),45.0,20/07/2023,14.3911,120.856
Banana (Latundan),KG,Fruits,Binan Public Market,CALBARZON (Region IV-A),50.0,20/07/2023,14.3381,121.08436
Banana (Latundan),KG,Fruits,Tanay Public Market,CALBARZON (Region IV-A),50.0,20/07/2023,14.4927,121.28821
Banana (Latundan),KG,Fruits,Lipa City Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,13.9435,121.16113
Mango (Carabao),KG,Fruits,Tanza Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,14.3911,120.856
Mango (Carabao),KG,Fruits,Binan Public Market,CALBARZON (Region IV-A),150.0,20/07/2023,14.3381,121.08436
Mango (Carabao),KG,Fruits,Tanay Public Market,CALBARZON (Region IV-A),140.0,20/07/2023,14.4927,121.28821
Mango (Carabao),KG,Fruits,Lipa City Public Market,CALBARZON (Region IV-A),140.0,20/07/2023,13.9435,121.16113
Papaya,KG,Fruits,Tanza Public Market,CALBARZON (Region IV-A),45.0,20/07/2023,14.3911,120.856
Papaya,KG,Fruits,Binan Public Market,CALBARZON (Region IV-A),60.0,20/07/2023,14.3381,121.08436
Papaya,KG,Fruits,Tanay Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,14.4927,121.28821
Papaya,KG,Fruits,Lipa City Public Market,CALBARZON (Region IV-A),60.0,20/07/2023,13.9435,121.16113
Philippine Lime,KG,Fruits,Tanza Public Market,CALBARZON (Region IV-A),55.0,20/07/2023,14.3911,120.856
Philippine Lime,KG,Fruits,Binan Public Market,CALBARZON (Region IV-A),80.0,20/07/2023,14.3381,121.08436
Philippine Lime,KG,Fruits,Tanay Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,14.4927,121.28821
Philippine Lime,KG,Fruits,Lipa City Public Market,CALBARZON (Region IV-A),80.0,20/07/2023,13.9435,121.16113
Baguio Beans,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,14.3911,120.856
Baguio Beans,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),70.0,20/07/2023,14.3381,121.08436
Baguio Beans,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),65.0,20/07/2023,14.4927,121.28821
Baguio Beans,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),80.0,20/07/2023,13.9435,121.16113
Cabbage,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),85.0,20/07/2023,14.3911,120.856
Cabbage,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),110.0,20/07/2023,14.3381,121.08436
Cabbage,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),130.0,20/07/2023,14.4927,121.28821
Cabbage,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),120.0,20/07/2023,13.9435,121.16113
Carrot,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),145.0,20/07/2023,14.3911,120.856
Carrot,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),160.0,20/07/2023,14.3381,121.08436
Carrot,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),150.0,20/07/2023,14.4927,121.28821
Carrot,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),200.0,20/07/2023,13.9435,121.16113
Chayote,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),25.0,20/07/2023,14.3911,120.856
Chayote,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),30.0,20/07/2023,14.3381,121.08436
Chayote,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),30.0,20/07/2023,14.4927,121.28821
Chayote,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),50.0,20/07/2023,13.9435,121.16113
Napa Cabbage,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),60.0,20/07/2023,14.3911,120.856
Napa Cabbage,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),100.0,20/07/2023,14.3381,121.08436
Napa Cabbage,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),75.0,20/07/2023,14.4927,121.28821
Napa Cabbage,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),80.0,20/07/2023,13.9435,121.16113
White Potato,KG,Highland Vegetables,Tanza Public Market,CALBARZON (Region IV-A),100.0,20/07/2023,14.3911,120.856
White Potato,KG,Highland Vegetables,Binan Public Market,CALBARZON (Region IV-A),110.0,20/07/2023,14.3381,121.08436
White Potato,KG,Highland Vegetables,Tanay Public Market,CALBARZON (Region IV-A),100.0,20/07/2023,14.4927,121.28821
White Potato,KG,Highland Vegetables,Lipa City Public Market,CALBARZON (Region IV-A),120.0,20/07/2023,13.9435,121.16113
Beef Brisket,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),360.0,20/07/2023,14.3911,120.856
Beef Brisket,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),370.0,20/07/2023,14.3381,121.08436
Beef Brisket,KG,Livestock & Poultry Products,Lipa City Public Market,CALBARZON (Region IV-A),340.0,20/07/2023,13.9435,121.16113
Beef Rump,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),420.0,20/07/2023,14.3911,120.856
Beef Rump,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),420.0,20/07/2023,14.3381,121.08436
Beef Rump,KG,Livestock & Poultry Products,Lipa City Public Market,CALBARZON (Region IV-A),370.0,20/07/2023,13.9435,121.16113
Egg,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),7.0,20/07/2023,14.3911,120.856
Egg,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),7.0,20/07/2023,14.3381,121.08436
Egg,KG,Livestock & Poultry Products,Tanay Public Market,CALBARZON (Region IV-A),7.0,20/07/2023,14.4927,121.28821
Egg,KG,Livestock & Poultry Products,Lipa City Public Market,CALBARZON (Region IV-A),7.0,20/07/2023,13.9435,121.16113
Pork Ham,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),320.0,20/07/2023,14.3911,120.856
Pork Ham,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),280.0,20/07/2023,14.3381,121.08436
Pork Ham,KG,Livestock & Poultry Products,Tanay Public Market,CALBARZON (Region IV-A),350.0,20/07/2023,14.4927,121.28821
Pork Ham,KG,Livestock & Poultry Products,Lipa City Public Market,CALBARZON (Region IV-A),320.0,20/07/2023,13.9435,121.16113
Pork Liempo,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),360.0,20/07/2023,14.3911,120.856
Pork Liempo,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),320.0,20/07/2023,14.3381,121.08436
Pork Liempo,KG,Livestock & Poultry Products,Tanay Public Market,CALBARZON (Region IV-A),360.0,20/07/2023,14.4927,121.28821
Pork Liempo,KG,Livestock & Poultry Products,Lipa City Public Market,CALBARZON (Region IV-A),340.0,20/07/2023,13.9435,121.16113
Whole Chicken,KG,Livestock & Poultry Products,Tanza Public Market,CALBARZON (Region IV-A),160.0,20/07/2023,14.3911,120.856
Whole Chicken,KG,Livestock & Poultry Products,Binan Public Market,CALBARZON (Region IV-A),180.0,20/07/2023,14.3381,121.08436
Whole Chicken,KG,Livestock & Poultry Products,Tanay Public Market,CALBARZON (Region IV-A),190.0,20/07/2023,14.4927,121.28821
